time,frequency
12:00 AM,0.049749014
1:00 AM,0.046522051
2:00 AM,0.04697024
3:00 AM,0.044729294
4:00 AM,0.044101829
5:00 AM,0.041143779
6:00 AM,0.04069559
7:00 AM,0.045984224
8:00 AM,0.04867336
9:00 AM,0.050376479
10:00 AM,0.058981714
11:00 AM,0.031104338
12:00 PM,0.030297598
1:00 PM,0.030118322
2:00 PM,0.026532807
3:00 PM,0.025457153
4:00 PM,0.02644317
5:00 PM,0.030656149
6:00 PM,0.029580495
7:00 PM,0.038902833
8:00 PM,0.045267121
9:00 PM,0.052169236
10:00 PM,0.061133023
11:00 PM,0.054410183
